[15:14:34] src/nnvm/legacy_json_util.cc:190: Loading symbol saved by previous version v0.8.0. Attempting to upgrade...
[15:14:34] src/nnvm/legacy_json_util.cc:198: Symbol successfully upgraded!
note: caffe model don't have 'flatten0', but 'flatten_0'
2017-07-21 15:19:51,675 Epoch[34] Batch [30]	Speed: 355.01 samples/sec	Train-accuracy=0.983333
2017-07-21 15:19:53,027 Epoch[34] Batch [40]	Speed: 355.03 samples/sec	Train-accuracy=0.993750
2017-07-21 15:19:53,567 Epoch[34] Train-accuracy=0.973958
2017-07-21 15:19:53,567 Epoch[34] Time cost=6.039
2017-07-21 15:19:53,678 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0035.params"
2017-07-21 15:19:53,876 Epoch[34] Validation-accuracy=0.930556
2017-07-21 15:19:55,312 Epoch[35] Batch [10]	Speed: 354.45 samples/sec	Train-accuracy=0.975379
2017-07-21 15:19:56,667 Epoch[35] Batch [20]	Speed: 354.50 samples/sec	Train-accuracy=0.975000
2017-07-21 15:19:58,019 Epoch[35] Batch [30]	Speed: 354.98 samples/sec	Train-accuracy=0.985417
2017-07-21 15:19:59,372 Epoch[35] Batch [40]	Speed: 354.94 samples/sec	Train-accuracy=0.989583
2017-07-21 15:19:59,912 Epoch[35] Train-accuracy=0.989583
2017-07-21 15:19:59,912 Epoch[35] Time cost=6.036
2017-07-21 15:20:00,036 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0036.params"
2017-07-21 15:20:00,217 Epoch[35] Validation-accuracy=0.937500
2017-07-21 15:20:01,802 Epoch[36] Batch [10]	Speed: 357.29 samples/sec	Train-accuracy=0.982955
2017-07-21 15:20:03,144 Epoch[36] Batch [20]	Speed: 357.76 samples/sec	Train-accuracy=0.979167
2017-07-21 15:20:04,485 Epoch[36] Batch [30]	Speed: 358.08 samples/sec	Train-accuracy=0.995833
2017-07-21 15:20:05,827 Epoch[36] Batch [40]	Speed: 357.60 samples/sec	Train-accuracy=0.989583
2017-07-21 15:20:06,500 Epoch[36] Train-accuracy=0.979167
2017-07-21 15:20:06,500 Epoch[36] Time cost=6.283
2017-07-21 15:20:06,621 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0037.params"
2017-07-21 15:20:06,821 Epoch[36] Validation-accuracy=0.937500
2017-07-21 15:20:08,250 Epoch[37] Batch [10]	Speed: 356.33 samples/sec	Train-accuracy=0.962121
2017-07-21 15:20:09,596 Epoch[37] Batch [20]	Speed: 356.68 samples/sec	Train-accuracy=0.968750
2017-07-21 15:20:10,942 Epoch[37] Batch [30]	Speed: 356.61 samples/sec	Train-accuracy=0.985417
2017-07-21 15:20:12,286 Epoch[37] Batch [40]	Speed: 357.26 samples/sec	Train-accuracy=0.985417
2017-07-21 15:20:12,823 Epoch[37] Train-accuracy=0.963542
2017-07-21 15:20:12,823 Epoch[37] Time cost=6.002
2017-07-21 15:20:12,942 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0038.params"
2017-07-21 15:20:13,132 Epoch[37] Validation-accuracy=0.947917
2017-07-21 15:20:14,571 Epoch[38] Batch [10]	Speed: 356.83 samples/sec	Train-accuracy=0.977273
2017-07-21 15:20:15,917 Epoch[38] Batch [20]	Speed: 356.53 samples/sec	Train-accuracy=0.977083
2017-07-21 15:20:17,261 Epoch[38] Batch [30]	Speed: 357.40 samples/sec	Train-accuracy=0.989583
2017-07-21 15:20:18,603 Epoch[38] Batch [40]	Speed: 357.87 samples/sec	Train-accuracy=0.983333
2017-07-21 15:20:19,275 Epoch[38] Train-accuracy=0.987500
2017-07-21 15:20:19,275 Epoch[38] Time cost=6.143
2017-07-21 15:20:19,395 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0039.params"
2017-07-21 15:20:19,564 Epoch[38] Validation-accuracy=0.937500
2017-07-21 15:20:20,990 Epoch[39] Batch [10]	Speed: 356.49 samples/sec	Train-accuracy=0.981061
2017-07-21 15:20:22,334 Epoch[39] Batch [20]	Speed: 357.17 samples/sec	Train-accuracy=0.981250
2017-07-21 15:20:23,675 Epoch[39] Batch [30]	Speed: 358.07 samples/sec	Train-accuracy=0.979167
2017-07-21 15:20:25,019 Epoch[39] Batch [40]	Speed: 357.07 samples/sec	Train-accuracy=0.981250
2017-07-21 15:20:25,558 Epoch[39] Train-accuracy=0.937500
2017-07-21 15:20:25,558 Epoch[39] Time cost=5.994
2017-07-21 15:20:25,704 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0040.params"
2017-07-21 15:20:25,913 Epoch[39] Validation-accuracy=0.937500
2017-07-21 15:20:27,339 Epoch[40] Batch [10]	Speed: 356.72 samples/sec	Train-accuracy=0.979167
2017-07-21 15:20:28,684 Epoch[40] Batch [20]	Speed: 356.92 samples/sec	Train-accuracy=0.981250
2017-07-21 15:20:30,027 Epoch[40] Batch [30]	Speed: 357.50 samples/sec	Train-accuracy=0.968750
2017-07-21 15:20:31,373 Epoch[40] Batch [40]	Speed: 356.67 samples/sec	Train-accuracy=0.987500
2017-07-21 15:20:32,044 Epoch[40] Train-accuracy=0.979167
2017-07-21 15:20:32,044 Epoch[40] Time cost=6.131
2017-07-21 15:20:32,156 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0041.params"
2017-07-21 15:20:32,338 Epoch[40] Validation-accuracy=0.947917
2017-07-21 15:20:33,762 Epoch[41] Batch [10]	Speed: 357.39 samples/sec	Train-accuracy=0.965909
2017-07-21 15:20:35,109 Epoch[41] Batch [20]	Speed: 356.44 samples/sec	Train-accuracy=0.991667
2017-07-21 15:20:36,451 Epoch[41] Batch [30]	Speed: 357.77 samples/sec	Train-accuracy=0.987500
2017-07-21 15:20:37,793 Epoch[41] Batch [40]	Speed: 357.59 samples/sec	Train-accuracy=0.997917
2017-07-21 15:20:38,331 Epoch[41] Train-accuracy=0.979167
2017-07-21 15:20:38,332 Epoch[41] Time cost=5.993
2017-07-21 15:20:38,444 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0042.params"
2017-07-21 15:20:38,667 Epoch[41] Validation-accuracy=0.937500
2017-07-21 15:20:40,120 Epoch[42] Batch [10]	Speed: 349.69 samples/sec	Train-accuracy=0.977273
2017-07-21 15:20:41,463 Epoch[42] Batch [20]	Speed: 357.65 samples/sec	Train-accuracy=0.987500
2017-07-21 15:20:42,803 Epoch[42] Batch [30]	Speed: 358.14 samples/sec	Train-accuracy=0.997917
2017-07-21 15:20:44,145 Epoch[42] Batch [40]	Speed: 357.79 samples/sec	Train-accuracy=0.993750
2017-07-21 15:20:44,683 Epoch[42] Train-accuracy=0.989583
2017-07-21 15:20:44,683 Epoch[42] Time cost=6.016
2017-07-21 15:20:44,830 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0043.params"
2017-07-21 15:20:45,017 Epoch[42] Validation-accuracy=0.937500
2017-07-21 15:20:46,453 Epoch[43] Batch [10]	Speed: 353.63 samples/sec	Train-accuracy=0.984848
2017-07-21 15:20:47,806 Epoch[43] Batch [20]	Speed: 354.91 samples/sec	Train-accuracy=0.995833
2017-07-21 15:20:49,162 Epoch[43] Batch [30]	Speed: 354.01 samples/sec	Train-accuracy=0.995833
2017-07-21 15:20:50,514 Epoch[43] Batch [40]	Speed: 355.08 samples/sec	Train-accuracy=0.987500
2017-07-21 15:20:51,190 Epoch[43] Train-accuracy=0.966667
2017-07-21 15:20:51,190 Epoch[43] Time cost=6.174
2017-07-21 15:20:51,317 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0044.params"
2017-07-21 15:20:51,515 Epoch[43] Validation-accuracy=0.937500
2017-07-21 15:20:52,941 Epoch[44] Batch [10]	Speed: 357.21 samples/sec	Train-accuracy=0.969697
2017-07-21 15:20:54,290 Epoch[44] Batch [20]	Speed: 355.69 samples/sec	Train-accuracy=0.991667
2017-07-21 15:20:55,634 Epoch[44] Batch [30]	Speed: 357.46 samples/sec	Train-accuracy=0.995833
2017-07-21 15:20:56,977 Epoch[44] Batch [40]	Speed: 357.47 samples/sec	Train-accuracy=0.985417
2017-07-21 15:20:57,513 Epoch[44] Train-accuracy=0.994792
2017-07-21 15:20:57,513 Epoch[44] Time cost=5.998
2017-07-21 15:20:57,657 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0045.params"
2017-07-21 15:20:57,885 Epoch[44] Validation-accuracy=0.930556
2017-07-21 15:20:59,312 Epoch[45] Batch [10]	Speed: 356.05 samples/sec	Train-accuracy=0.984848
2017-07-21 15:21:00,658 Epoch[45] Batch [20]	Speed: 356.71 samples/sec	Train-accuracy=0.987500
2017-07-21 15:21:02,005 Epoch[45] Batch [30]	Speed: 356.43 samples/sec	Train-accuracy=0.991667
2017-07-21 15:21:03,351 Epoch[45] Batch [40]	Speed: 356.63 samples/sec	Train-accuracy=0.987500
2017-07-21 15:21:04,024 Epoch[45] Train-accuracy=0.987500
2017-07-21 15:21:04,025 Epoch[45] Time cost=6.140
2017-07-21 15:21:04,153 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0046.params"
2017-07-21 15:21:04,340 Epoch[45] Validation-accuracy=0.968750
2017-07-21 15:21:05,772 Epoch[46] Batch [10]	Speed: 354.45 samples/sec	Train-accuracy=0.988636
2017-07-21 15:21:07,121 Epoch[46] Batch [20]	Speed: 355.74 samples/sec	Train-accuracy=0.987500
2017-07-21 15:21:08,473 Epoch[46] Batch [30]	Speed: 355.22 samples/sec	Train-accuracy=0.991667
2017-07-21 15:21:09,825 Epoch[46] Batch [40]	Speed: 354.94 samples/sec	Train-accuracy=0.989583
2017-07-21 15:21:10,366 Epoch[46] Train-accuracy=0.984375
2017-07-21 15:21:10,367 Epoch[46] Time cost=6.026
2017-07-21 15:21:10,485 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0047.params"
2017-07-21 15:21:10,614 Epoch[46] Validation-accuracy=0.947917
2017-07-21 15:21:12,049 Epoch[47] Batch [10]	Speed: 354.63 samples/sec	Train-accuracy=0.984848
2017-07-21 15:21:13,405 Epoch[47] Batch [20]	Speed: 354.28 samples/sec	Train-accuracy=0.993750
2017-07-21 15:21:14,757 Epoch[47] Batch [30]	Speed: 354.97 samples/sec	Train-accuracy=0.991667
2017-07-21 15:21:16,113 Epoch[47] Batch [40]	Speed: 354.23 samples/sec	Train-accuracy=0.989583
2017-07-21 15:21:16,652 Epoch[47] Train-accuracy=0.984375
2017-07-21 15:21:16,652 Epoch[47] Time cost=6.038
2017-07-21 15:21:16,770 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0048.params"
2017-07-21 15:21:17,041 Epoch[47] Validation-accuracy=0.958333
2017-07-21 15:21:18,641 Epoch[48] Batch [10]	Speed: 355.04 samples/sec	Train-accuracy=0.986742
2017-07-21 15:21:19,994 Epoch[48] Batch [20]	Speed: 354.79 samples/sec	Train-accuracy=0.991667
2017-07-21 15:21:21,348 Epoch[48] Batch [30]	Speed: 354.77 samples/sec	Train-accuracy=0.993750
2017-07-21 15:21:22,704 Epoch[48] Batch [40]	Speed: 353.99 samples/sec	Train-accuracy=0.987500
2017-07-21 15:21:23,381 Epoch[48] Train-accuracy=0.975000
2017-07-21 15:21:23,381 Epoch[48] Time cost=6.339
2017-07-21 15:21:23,502 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0049.params"
2017-07-21 15:21:23,703 Epoch[48] Validation-accuracy=0.968750
2017-07-21 15:21:25,142 Epoch[49] Batch [10]	Speed: 354.01 samples/sec	Train-accuracy=0.988636
2017-07-21 15:21:26,497 Epoch[49] Batch [20]	Speed: 354.24 samples/sec	Train-accuracy=0.985417
2017-07-21 15:21:27,852 Epoch[49] Batch [30]	Speed: 354.54 samples/sec	Train-accuracy=0.989583
2017-07-21 15:21:29,204 Epoch[49] Batch [40]	Speed: 355.00 samples/sec	Train-accuracy=0.989583
2017-07-21 15:21:29,745 Epoch[49] Train-accuracy=0.989583
2017-07-21 15:21:29,745 Epoch[49] Time cost=6.042
2017-07-21 15:21:29,859 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0050.params"
2017-07-21 15:21:30,074 Epoch[49] Validation-accuracy=0.937500
2017-07-21 15:21:31,510 Epoch[50] Batch [10]	Speed: 354.22 samples/sec	Train-accuracy=0.994318
2017-07-21 15:21:32,863 Epoch[50] Batch [20]	Speed: 354.81 samples/sec	Train-accuracy=0.983333
2017-07-21 15:21:34,218 Epoch[50] Batch [30]	Speed: 354.35 samples/sec	Train-accuracy=0.989583
2017-07-21 15:21:35,590 Epoch[50] Batch [40]	Speed: 350.04 samples/sec	Train-accuracy=0.995833
2017-07-21 15:21:36,262 Epoch[50] Train-accuracy=0.979167
2017-07-21 15:21:36,263 Epoch[50] Time cost=6.188
2017-07-21 15:21:36,399 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0051.params"
2017-07-21 15:21:36,577 Epoch[50] Validation-accuracy=0.947917
2017-07-21 15:21:38,007 Epoch[51] Batch [10]	Speed: 355.55 samples/sec	Train-accuracy=0.984848
2017-07-21 15:21:39,356 Epoch[51] Batch [20]	Speed: 355.93 samples/sec	Train-accuracy=0.985417
2017-07-21 15:21:40,708 Epoch[51] Batch [30]	Speed: 355.15 samples/sec	Train-accuracy=0.991667
2017-07-21 15:21:42,058 Epoch[51] Batch [40]	Speed: 355.63 samples/sec	Train-accuracy=0.997917
2017-07-21 15:21:42,598 Epoch[51] Train-accuracy=1.000000
2017-07-21 15:21:42,598 Epoch[51] Time cost=6.021
2017-07-21 15:21:42,722 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0052.params"
2017-07-21 15:21:42,895 Epoch[51] Validation-accuracy=0.968750
2017-07-21 15:21:44,331 Epoch[52] Batch [10]	Speed: 355.14 samples/sec	Train-accuracy=0.992424
2017-07-21 15:21:45,685 Epoch[52] Batch [20]	Speed: 354.41 samples/sec	Train-accuracy=0.987500
2017-07-21 15:21:47,037 Epoch[52] Batch [30]	Speed: 355.19 samples/sec	Train-accuracy=0.989583
2017-07-21 15:21:48,389 Epoch[52] Batch [40]	Speed: 355.08 samples/sec	Train-accuracy=0.991667
2017-07-21 15:21:49,064 Epoch[52] Train-accuracy=0.987500
2017-07-21 15:21:49,064 Epoch[52] Time cost=6.169
2017-07-21 15:21:49,198 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0053.params"
2017-07-21 15:21:49,400 Epoch[52] Validation-accuracy=0.951389
2017-07-21 15:21:50,835 Epoch[53] Batch [10]	Speed: 354.93 samples/sec	Train-accuracy=0.994318
2017-07-21 15:21:52,189 Epoch[53] Batch [20]	Speed: 354.52 samples/sec	Train-accuracy=0.995833
2017-07-21 15:21:53,544 Epoch[53] Batch [30]	Speed: 354.30 samples/sec	Train-accuracy=0.991667
2017-07-21 15:21:54,897 Epoch[53] Batch [40]	Speed: 354.84 samples/sec	Train-accuracy=0.987500
2017-07-21 15:21:55,438 Epoch[53] Train-accuracy=0.994792
2017-07-21 15:21:55,438 Epoch[53] Time cost=6.038
2017-07-21 15:21:55,551 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0054.params"
2017-07-21 15:21:55,722 Epoch[53] Validation-accuracy=0.968750
2017-07-21 15:21:57,158 Epoch[54] Batch [10]	Speed: 354.70 samples/sec	Train-accuracy=0.988636
2017-07-21 15:21:58,510 Epoch[54] Batch [20]	Speed: 354.94 samples/sec	Train-accuracy=0.993750
2017-07-21 15:21:59,866 Epoch[54] Batch [30]	Speed: 354.15 samples/sec	Train-accuracy=0.997917
2017-07-21 15:22:01,216 Epoch[54] Batch [40]	Speed: 355.72 samples/sec	Train-accuracy=0.993750
2017-07-21 15:22:01,757 Epoch[54] Train-accuracy=0.973958
2017-07-21 15:22:01,757 Epoch[54] Time cost=6.035
2017-07-21 15:22:01,882 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0055.params"
2017-07-21 15:22:02,112 Epoch[54] Validation-accuracy=0.951389
2017-07-21 15:22:03,549 Epoch[55] Batch [10]	Speed: 354.28 samples/sec	Train-accuracy=0.990530
2017-07-21 15:22:04,915 Epoch[55] Batch [20]	Speed: 351.57 samples/sec	Train-accuracy=0.979167
2017-07-21 15:22:06,255 Epoch[55] Batch [30]	Speed: 358.29 samples/sec	Train-accuracy=0.987500
2017-07-21 15:22:07,596 Epoch[55] Batch [40]	Speed: 357.98 samples/sec	Train-accuracy=0.989583
2017-07-21 15:22:08,267 Epoch[55] Train-accuracy=0.975000
2017-07-21 15:22:08,267 Epoch[55] Time cost=6.156
2017-07-21 15:22:08,412 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0056.params"
2017-07-21 15:22:08,612 Epoch[55] Validation-accuracy=0.947917
2017-07-21 15:22:10,050 Epoch[56] Batch [10]	Speed: 353.78 samples/sec	Train-accuracy=0.990530
2017-07-21 15:22:11,401 Epoch[56] Batch [20]	Speed: 355.31 samples/sec	Train-accuracy=0.995833
2017-07-21 15:22:12,753 Epoch[56] Batch [30]	Speed: 355.31 samples/sec	Train-accuracy=0.987500
2017-07-21 15:22:14,102 Epoch[56] Batch [40]	Speed: 355.69 samples/sec	Train-accuracy=0.989583
2017-07-21 15:22:14,643 Epoch[56] Train-accuracy=0.989583
2017-07-21 15:22:14,643 Epoch[56] Time cost=6.030
2017-07-21 15:22:14,778 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0057.params"
2017-07-21 15:22:14,959 Epoch[56] Validation-accuracy=0.927083
2017-07-21 15:22:16,394 Epoch[57] Batch [10]	Speed: 354.73 samples/sec	Train-accuracy=0.984848
2017-07-21 15:22:17,748 Epoch[57] Batch [20]	Speed: 354.74 samples/sec	Train-accuracy=0.981250
2017-07-21 15:22:19,101 Epoch[57] Batch [30]	Speed: 354.85 samples/sec	Train-accuracy=0.983333
2017-07-21 15:22:20,452 Epoch[57] Batch [40]	Speed: 355.41 samples/sec	Train-accuracy=0.993750
2017-07-21 15:22:21,126 Epoch[57] Train-accuracy=0.983333
2017-07-21 15:22:21,127 Epoch[57] Time cost=6.168
2017-07-21 15:22:21,245 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0058.params"
2017-07-21 15:22:21,473 Epoch[57] Validation-accuracy=0.944444
2017-07-21 15:22:22,909 Epoch[58] Batch [10]	Speed: 354.67 samples/sec	Train-accuracy=0.986742
2017-07-21 15:22:24,261 Epoch[58] Batch [20]	Speed: 355.09 samples/sec	Train-accuracy=0.997917
2017-07-21 15:22:25,616 Epoch[58] Batch [30]	Speed: 354.32 samples/sec	Train-accuracy=0.995833
2017-07-21 15:22:26,970 Epoch[58] Batch [40]	Speed: 354.62 samples/sec	Train-accuracy=0.995833
2017-07-21 15:22:27,509 Epoch[58] Train-accuracy=0.968750
2017-07-21 15:22:27,509 Epoch[58] Time cost=6.036
2017-07-21 15:22:27,627 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0059.params"
2017-07-21 15:22:27,813 Epoch[58] Validation-accuracy=0.968750
2017-07-21 15:22:29,246 Epoch[59] Batch [10]	Speed: 355.41 samples/sec	Train-accuracy=0.988636
2017-07-21 15:22:30,603 Epoch[59] Batch [20]	Speed: 353.65 samples/sec	Train-accuracy=0.991667
2017-07-21 15:22:31,955 Epoch[59] Batch [30]	Speed: 355.12 samples/sec	Train-accuracy=0.995833
2017-07-21 15:22:33,307 Epoch[59] Batch [40]	Speed: 355.25 samples/sec	Train-accuracy=0.993750
2017-07-21 15:22:33,849 Epoch[59] Train-accuracy=0.973958
2017-07-21 15:22:33,849 Epoch[59] Time cost=6.036
2017-07-21 15:22:33,968 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0060.params"
2017-07-21 15:22:34,166 Epoch[59] Validation-accuracy=0.951389
2017-07-21 15:22:35,768 Epoch[60] Batch [10]	Speed: 351.53 samples/sec	Train-accuracy=0.996212
2017-07-21 15:22:37,115 Epoch[60] Batch [20]	Speed: 356.47 samples/sec	Train-accuracy=0.995833
2017-07-21 15:22:38,463 Epoch[60] Batch [30]	Speed: 356.25 samples/sec	Train-accuracy=0.991667
2017-07-21 15:22:39,808 Epoch[60] Batch [40]	Speed: 356.87 samples/sec	Train-accuracy=0.991667
2017-07-21 15:22:40,479 Epoch[60] Train-accuracy=1.000000
2017-07-21 15:22:40,480 Epoch[60] Time cost=6.313
2017-07-21 15:22:40,635 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0061.params"
2017-07-21 15:22:40,808 Epoch[60] Validation-accuracy=0.968750
2017-07-21 15:22:42,242 Epoch[61] Batch [10]	Speed: 354.98 samples/sec	Train-accuracy=0.990530
2017-07-21 15:22:43,592 Epoch[61] Batch [20]	Speed: 355.61 samples/sec	Train-accuracy=0.997917
2017-07-21 15:22:44,942 Epoch[61] Batch [30]	Speed: 355.49 samples/sec	Train-accuracy=0.993750
2017-07-21 15:22:46,290 Epoch[61] Batch [40]	Speed: 356.33 samples/sec	Train-accuracy=0.987500
2017-07-21 15:22:46,830 Epoch[61] Train-accuracy=0.984375
2017-07-21 15:22:46,831 Epoch[61] Time cost=6.022
2017-07-21 15:22:46,958 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0062.params"
2017-07-21 15:22:47,131 Epoch[61] Validation-accuracy=0.927083
2017-07-21 15:22:48,566 Epoch[62] Batch [10]	Speed: 354.94 samples/sec	Train-accuracy=0.986742
2017-07-21 15:22:49,916 Epoch[62] Batch [20]	Speed: 355.67 samples/sec	Train-accuracy=0.987500
2017-07-21 15:22:51,266 Epoch[62] Batch [30]	Speed: 355.74 samples/sec	Train-accuracy=0.987500
2017-07-21 15:22:52,612 Epoch[62] Batch [40]	Speed: 356.50 samples/sec	Train-accuracy=0.997917
2017-07-21 15:22:53,287 Epoch[62] Train-accuracy=0.995833
2017-07-21 15:22:53,287 Epoch[62] Time cost=6.156
2017-07-21 15:22:53,406 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0063.params"
2017-07-21 15:22:53,608 Epoch[62] Validation-accuracy=0.958333
2017-07-21 15:22:55,049 Epoch[63] Batch [10]	Speed: 355.17 samples/sec	Train-accuracy=0.996212
2017-07-21 15:22:56,400 Epoch[63] Batch [20]	Speed: 355.28 samples/sec	Train-accuracy=0.993750
2017-07-21 15:22:57,750 Epoch[63] Batch [30]	Speed: 355.70 samples/sec	Train-accuracy=1.000000
2017-07-21 15:22:59,094 Epoch[63] Batch [40]	Speed: 357.16 samples/sec	Train-accuracy=0.997917
2017-07-21 15:22:59,635 Epoch[63] Train-accuracy=0.979167
2017-07-21 15:22:59,635 Epoch[63] Time cost=6.027
2017-07-21 15:22:59,754 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0064.params"
2017-07-21 15:22:59,941 Epoch[63] Validation-accuracy=0.958333
2017-07-21 15:23:01,373 Epoch[64] Batch [10]	Speed: 355.28 samples/sec	Train-accuracy=0.994318
2017-07-21 15:23:02,721 Epoch[64] Batch [20]	Speed: 356.10 samples/sec	Train-accuracy=0.993750
2017-07-21 15:23:04,071 Epoch[64] Batch [30]	Speed: 355.77 samples/sec	Train-accuracy=1.000000
2017-07-21 15:23:05,417 Epoch[64] Batch [40]	Speed: 356.72 samples/sec	Train-accuracy=0.991667
2017-07-21 15:23:06,090 Epoch[64] Train-accuracy=0.983333
2017-07-21 15:23:06,090 Epoch[64] Time cost=6.149
2017-07-21 15:23:06,209 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0065.params"
2017-07-21 15:23:06,423 Epoch[64] Validation-accuracy=0.944444
2017-07-21 15:23:07,857 Epoch[65] Batch [10]	Speed: 355.21 samples/sec	Train-accuracy=0.990530
2017-07-21 15:23:09,209 Epoch[65] Batch [20]	Speed: 355.24 samples/sec	Train-accuracy=0.997917
2017-07-21 15:23:10,558 Epoch[65] Batch [30]	Speed: 355.80 samples/sec	Train-accuracy=0.991667
2017-07-21 15:23:11,906 Epoch[65] Batch [40]	Speed: 356.27 samples/sec	Train-accuracy=0.995833
2017-07-21 15:23:12,456 Epoch[65] Train-accuracy=0.994792
2017-07-21 15:23:12,456 Epoch[65] Time cost=6.032
2017-07-21 15:23:12,599 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0066.params"
2017-07-21 15:23:12,793 Epoch[65] Validation-accuracy=0.968750
2017-07-21 15:23:14,226 Epoch[66] Batch [10]	Speed: 354.91 samples/sec	Train-accuracy=0.992424
2017-07-21 15:23:15,575 Epoch[66] Batch [20]	Speed: 355.86 samples/sec	Train-accuracy=0.989583
2017-07-21 15:23:16,924 Epoch[66] Batch [30]	Speed: 356.12 samples/sec	Train-accuracy=0.989583
2017-07-21 15:23:18,269 Epoch[66] Batch [40]	Speed: 356.86 samples/sec	Train-accuracy=0.993750
2017-07-21 15:23:18,808 Epoch[66] Train-accuracy=1.000000
2017-07-21 15:23:18,808 Epoch[66] Time cost=6.015
2017-07-21 15:23:18,933 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0067.params"
2017-07-21 15:23:19,112 Epoch[66] Validation-accuracy=0.927083
2017-07-21 15:23:20,542 Epoch[67] Batch [10]	Speed: 355.69 samples/sec	Train-accuracy=0.986742
2017-07-21 15:23:21,894 Epoch[67] Batch [20]	Speed: 355.30 samples/sec	Train-accuracy=0.966667
2017-07-21 15:23:23,242 Epoch[67] Batch [30]	Speed: 355.99 samples/sec	Train-accuracy=0.987500
2017-07-21 15:23:24,587 Epoch[67] Batch [40]	Speed: 357.13 samples/sec	Train-accuracy=0.979167
2017-07-21 15:23:25,260 Epoch[67] Train-accuracy=0.991667
2017-07-21 15:23:25,260 Epoch[67] Time cost=6.148
2017-07-21 15:23:25,385 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0068.params"
2017-07-21 15:23:25,584 Epoch[67] Validation-accuracy=0.951389
2017-07-21 15:23:27,012 Epoch[68] Batch [10]	Speed: 356.00 samples/sec	Train-accuracy=0.982955
2017-07-21 15:23:28,362 Epoch[68] Batch [20]	Speed: 355.72 samples/sec	Train-accuracy=0.993750
2017-07-21 15:23:29,708 Epoch[68] Batch [30]	Speed: 356.56 samples/sec	Train-accuracy=0.991667
2017-07-21 15:23:31,054 Epoch[68] Batch [40]	Speed: 356.60 samples/sec	Train-accuracy=0.995833
2017-07-21 15:23:31,593 Epoch[68] Train-accuracy=0.989583
2017-07-21 15:23:31,594 Epoch[68] Time cost=6.010
2017-07-21 15:23:31,722 Saved checkpoint to "../../models/pretrained-models/nin/nin-train-224-lr-0.001-momentum-0.9-0069.params"
2017-07-21 15:23:31,898 Epoch[68] Validation-accuracy=0.968750
2017-07-21 15:23:33,337 Epoch[69] Batch [10]	Speed: 356.20 samples/sec	Train-accuracy=0.996212
